зверьми	NOUN,anim,masc plur,ablt,Arch
широкую	ADJF,Qual femn,sing,accs
ошеломляющий	PRTF,impf,tran,pres,actv,Adjx masc,sing,nomn
ошеломляющий	PRTF,impf,tran,pres,actv,Adjx inan,masc,sing,accs
могли	VERB,impf,intr plur,past,indc
разумения	NOUN,inan,neut sing,gent
разумения	NOUN,inan,neut plur,nomn
разумения	NOUN,inan,neut plur,accs
бледные	ADJF,Qual plur,nomn
бледные	ADJF,Qual inan,plur,accs
занятнейшие	ADJF,Supr,Qual plur,nomn
занятнейшие	ADJF,Supr,Qual inan,plur,accs
занятнейшие	NOUN,anim,masc plur,nomn
гирбиус	NOUN,anim,masc,Sgtm,Surn sing,nomn
гирбиус	NOUN,anim,femn,Sgtm,Fixd,Surn sing,nomn
гирбиус	NOUN,anim,femn,Sgtm,Fixd,Surn sing,gent
гирбиус	NOUN,anim,femn,Sgtm,Fixd,Surn sing,datv
гирбиус	NOUN,anim,femn,Sgtm,Fixd,Surn sing,accs
гирбиус	NOUN,anim,femn,Sgtm,Fixd,Surn sing,ablt
гирбиус	NOUN,anim,femn,Sgtm,Fixd,Surn sing,loct
расчудесная	ADJF,Qual femn,sing,nomn
расколдуем	VERB,perf,tran plur,1per,futr,indc
расколдуем	VERB,perf,tran sing,impr,incl
взора	NOUN,inan,masc sing,gent
мягкой	ADJF,Qual femn,sing,gent
мягкой	ADJF,Qual femn,sing,datv
мягкой	ADJF,Qual femn,sing,ablt
мягкой	ADJF,Qual femn,sing,loct
помещались	VERB,impf,intr plur,past,indc
имея	GRND,impf,tran pres
молодчина	NOUN,anim,femn,Ms-f sing,nomn
лопату	NOUN,inan,femn sing,accs
беленой	NOUN,inan,femn,Sgtm sing,ablt
белёной	ADJF femn,sing,gent
белёной	ADJF femn,sing,datv
белёной	ADJF femn,sing,ablt
белёной	ADJF femn,sing,loct
факты	NOUN,inan,masc plur,nomn
факты	NOUN,inan,masc plur,accs
сбросили	VERB,perf,tran plur,past,indc
веселилась	VERB,impf,intr femn,sing,past,indc
ужасные	ADJF,Qual plur,nomn
ужасные	ADJF,Qual inan,plur,accs
писать	INFN,impf,tran
писать	INFN,impf,intr
верными	ADJF,Qual plur,ablt
гамадриады	NOUN,anim,femn sing,gent
гамадриады	NOUN,anim,femn plur,nomn
словами	NOUN,inan,neut plur,ablt
дура-сестрица	NOUN,anim,femn sing,nomn
дура-сестрица	NOUN,anim,femn sing,nomn
нож	NOUN,inan,masc sing,nomn
нож	NOUN,inan,masc sing,accs
испробовали	VERB,perf,tran plur,past,indc
вернёшься	VERB,perf,intr sing,2per,futr,indc
давала	VERB,impf,tran femn,sing,past,indc
небо	NOUN,inan,neut sing,nomn
небо	NOUN,inan,neut sing,accs
огромная	ADJF,Qual femn,sing,nomn
пикником	NOUN,anim,masc sing,ablt
пикником	NOUN,inan,masc sing,ablt
дорога	NOUN,inan,femn sing,nomn
дорога	ADJS,Qual femn,sing
повелители	NOUN,anim,masc plur,nomn
затащит	VERB,perf,tran sing,3per,futr,indc
знатная	ADJF,Qual femn,sing,nomn
злобными	ADJF,Qual plur,ablt
сменивший	PRTF,perf,tran,past,actv masc,sing,nomn
сменивший	PRTF,perf,tran,past,actv inan,masc,sing,accs
освободит	VERB,perf,tran sing,3per,futr,indc
океанов	NOUN,inan,masc plur,gent
воцарится	VERB,perf,intr sing,3per,futr,indc
дол	NOUN,inan,masc sing,nomn
дол	NOUN,inan,masc sing,accs
ярко-красной	ADJF femn,sing,gent
ярко-красной	ADJF femn,sing,datv
ярко-красной	ADJF femn,sing,ablt
ярко-красной	ADJF femn,sing,loct
притронусь	VERB,perf,intr sing,1per,futr,indc
доесть	INFN,perf,tran
повезло	VERB,perf,tran neut,sing,past,indc
повезло	VERB,perf,intr neut,sing,past,indc
повезло	VERB,perf,intr,Impe neut,sing,past,indc
долой	ADVB
задние	ADJF plur,nomn
задние	ADJF inan,plur,accs
поросший	PRTF,perf,intr,past,actv masc,sing,nomn
поросший	PRTF,perf,intr,past,actv inan,masc,sing,accs
желе	NOUN,inan,neut,Fixd sing,nomn
желе	NOUN,inan,neut,Fixd sing,gent
желе	NOUN,inan,neut,Fixd sing,datv
желе	NOUN,inan,neut,Fixd sing,accs
желе	NOUN,inan,neut,Fixd sing,ablt
желе	NOUN,inan,neut,Fixd sing,loct
желе	NOUN,inan,neut,Fixd plur,nomn
желе	NOUN,inan,neut,Fixd plur,gent
желе	NOUN,inan,neut,Fixd plur,datv
желе	NOUN,inan,neut,Fixd plur,accs
желе	NOUN,inan,neut,Fixd plur,ablt
желе	NOUN,inan,neut,Fixd plur,loct
ты	NPRO,2per sing,nomn
серебристый	ADJF,Qual masc,sing,nomn
серебристый	ADJF,Qual inan,masc,sing,accs
перепугалась	VERB,perf,intr femn,sing,past,indc
ют	NOUN,inan,masc sing,nomn
ют	NOUN,inan,masc sing,accs
ют	NOUN,anim,femn,Name plur,gent
ют	NOUN,anim,femn,Name plur,accs
как…	UNKN
жёстким	ADJF,Qual plur,datv
жёстким	ADJF,Qual masc,sing,ablt
жёстким	ADJF,Qual neut,sing,ablt
точек	NOUN,inan,femn plur,gent
нравилась	VERB,impf,intr femn,sing,past,indc
осень	NOUN,inan,femn sing,accs
осень	NOUN,inan,femn sing,nomn
родине	NOUN,inan,femn sing,loct
родине	NOUN,inan,femn sing,datv
отравился	VERB,perf,intr masc,sing,past,indc
властвовал	VERB,impf,intr masc,sing,past,indc
отрезав	GRND,impf,tran past
отрезав	GRND,perf,tran past
сновали	VERB,impf,intr plur,past,indc
снежный	ADJF,Qual masc,sing,nomn
снежный	ADJF,Qual inan,masc,sing,accs
бедную	ADJF,Qual femn,sing,accs
змей	NOUN,anim,masc sing,nomn
змей	NOUN,anim,femn plur,gent
змей	NOUN,anim,femn plur,accs
продолжим	VERB,perf,tran plur,1per,futr,indc
продолжим	VERB,perf,tran sing,impr,incl
волшебству	NOUN,inan,neut,Sgtm sing,datv
перепугались	VERB,perf,intr plur,past,indc
мыслить	INFN,impf,tran
нрава	NOUN,inan,masc sing,gent
бегая	GRND,impf,intr pres
болезни	NOUN,inan,femn sing,gent
болезни	NOUN,inan,femn sing,loct
болезни	NOUN,inan,femn sing,datv
болезни	NOUN,inan,femn plur,nomn
болезни	NOUN,inan,femn plur,accs
купаться	INFN,impf,intr
кем	NPRO,masc sing,ablt
перепуганные	PRTF,perf,tran,past,pssv plur,nomn
перепуганные	PRTF,perf,tran,past,pssv inan,plur,accs
прошипела	VERB,perf,tran femn,sing,past,indc
идти	INFN,impf,intr
указы	NOUN,inan,masc plur,nomn
указы	NOUN,inan,masc plur,accs
изрыгнуло	VERB,perf,tran neut,sing,past,indc
керком	NOUN,inan,femn plur,gent
керком	NOUN,inan,masc sing,nomn
керком	NOUN,inan,masc sing,accs
керком	NOUN,inan,masc sing,ablt
керком	ADVB
керком	ADJF,Qual masc,sing,loct
керком	ADJF,Qual neut,sing,loct
обратившись	GRND,perf,intr past,V-sh
полажу	VERB,perf,tran sing,1per,futr,indc
полажу	VERB,perf,intr sing,1per,futr,indc
яблока	NOUN,inan,neut sing,gent
накинулись	VERB,perf,intr plur,past,indc
исчезла	VERB,perf,intr femn,sing,past,indc
молодость	NOUN,inan,femn sing,nomn
молодость	NOUN,inan,femn sing,accs
роскошное	ADJF,Qual neut,sing,nomn
роскошное	ADJF,Qual neut,sing,accs
решение	NOUN,inan,neut sing,accs
решение	NOUN,inan,neut sing,nomn
сомневался	VERB,impf,intr masc,sing,past,indc
следует	VERB,impf,intr sing,3per,pres,indc,Impx
радоваться	INFN,impf,intr
обложкой	NOUN,inan,femn sing,ablt
помогут	VERB,perf,intr plur,3per,futr,indc
пучок	NOUN,inan,masc sing,nomn
пучок	NOUN,inan,masc sing,accs
проживу	VERB,perf,tran sing,1per,futr,indc
землях	NOUN,inan,femn plur,loct
белокожие	ADJF plur,nomn
белокожие	ADJF inan,plur,accs
страхам	NOUN,inan,masc plur,datv
озерцо	NOUN,inan,neut sing,nomn
озерцо	NOUN,inan,neut sing,accs
танцующих	ADJF plur,gent
танцующих	ADJF anim,plur,accs
танцующих	ADJF plur,loct
танцующих	PRTF,impf,tran,pres,actv plur,gent
танцующих	PRTF,impf,tran,pres,actv anim,plur,accs
танцующих	PRTF,impf,tran,pres,actv plur,loct
повести	NOUN,inan,femn sing,gent
повести	NOUN,inan,femn sing,datv
повести	NOUN,inan,femn sing,loct
повести	NOUN,inan,femn plur,nomn
повести	NOUN,inan,femn plur,accs
повести	INFN,perf,tran
повести	VERB,perf,tran sing,impr,excl
здоровьем	NOUN,inan,neut sing,ablt
вспомнить…	UNKN
оделась	VERB,perf,intr femn,sing,past,indc
главная	ADJF,Qual femn,sing,nomn
топоры	NOUN,inan,masc plur,nomn
топоры	NOUN,inan,masc plur,accs
освежающее	PRTF,impf,tran,pres,actv,Adjx neut,sing,nomn
освежающее	PRTF,impf,tran,pres,actv,Adjx neut,sing,accs
где-то	ADVB
доел	VERB,perf,tran masc,sing,past,indc
мертво	PRED,pres
мертво	ADJS,Qual neut,sing,Infr
мёртво	ADJS,Qual neut,sing
вспомнишь	VERB,perf,tran sing,2per,futr,indc
веры	NOUN,inan,femn sing,gent
веры	NOUN,inan,femn plur,nomn
веры	NOUN,inan,femn plur,accs
веры	NOUN,anim,femn,Name sing,gent
веры	NOUN,anim,femn,Name plur,nomn
получаете	VERB,impf,tran plur,2per,pres,indc
горячее	NOUN,inan,neut sing,nomn
горячее	NOUN,inan,neut sing,accs
горячее	ADJF,Qual neut,sing,nomn
горячее	ADJF,Qual neut,sing,accs
горячее	COMP,Qual
побежали	VERB,perf,intr plur,past,indc
армию	NOUN,inan,femn sing,accs
мысль	NOUN,inan,femn sing,nomn
мысль	NOUN,inan,femn sing,accs
сходить	INFN,perf,intr
сходить	INFN,impf,intr
ограде	NOUN,inan,femn sing,loct
ограде	NOUN,inan,femn sing,datv
сахару	NOUN,inan,femn,Sgtm,Geox sing,accs
сахару	NOUN,inan,masc sing,gen2
сахару	NOUN,inan,masc sing,datv
угнаться	INFN,perf,intr
собаку	NOUN,anim,femn sing,accs
стог	NOUN,inan,masc sing,nomn
стог	NOUN,inan,masc sing,accs
вредил	VERB,impf,intr masc,sing,past,indc
швейную	ADJF,Qual femn,sing,accs
надоели	VERB,perf,intr plur,past,indc
одобрял	VERB,impf,tran masc,sing,past,indc
одежд	NOUN,inan,femn plur,gent
немые	ADJF,Subx,Qual plur,nomn
немые	ADJF,Subx,Qual inan,plur,accs
осторожней	COMP,Qual V-ej
ух	INTJ
пыльное	ADJF,Qual neut,sing,nomn
пыльное	ADJF,Qual neut,sing,accs
постоянно	ADVB
постоянно	ADJS,Qual neut,sing
лежать	INFN,impf,intr
вовсе	ADVB
шепчутся	VERB,impf,intr plur,3per,pres,indc
мягких	ADJF,Qual plur,gent
мягких	ADJF,Qual anim,plur,accs
мягких	ADJF,Qual plur,loct
другие	ADJF,Apro,Subx plur,nomn
другие	ADJF,Apro,Subx inan,plur,accs
партнёрам	NOUN,anim,masc plur,datv
принять	INFN,perf,tran
мечтал	VERB,impf,intr masc,sing,past,indc
тревожно	ADJS,Qual neut,sing
тревожно	ADVB,Prdx
улицы	NOUN,inan,femn sing,gent
улицы	NOUN,inan,femn plur,nomn
улицы	NOUN,inan,femn plur,accs
раздались	VERB,perf,intr plur,past,indc
доверил	VERB,perf,tran masc,sing,past,indc
дверью	NOUN,inan,femn sing,ablt
берегите	VERB,impf,tran plur,impr,excl
ярдов…	UNKN
приятнее	COMP,Qual
встанем	VERB,perf,intr plur,1per,futr,indc
встанем	VERB,perf,intr sing,impr,incl
окаменели	VERB,perf,intr plur,past,indc
воспользовались	VERB,perf,intr plur,past,indc
отхлебнула	VERB,perf,tran femn,sing,past,indc
разорванные	PRTF,perf,tran,past,pssv plur,nomn
разорванные	PRTF,perf,tran,past,pssv inan,plur,accs
краем	NOUN,inan,masc sing,ablt
верхнюю	ADJF femn,sing,accs
выяснилось	VERB,perf,intr neut,sing,past,indc
коврижки	NOUN,inan,femn sing,gent
коврижки	NOUN,inan,femn plur,nomn
коврижки	NOUN,inan,femn plur,accs
быков	NOUN,anim,masc,Sgtm,Surn sing,nomn
быков	NOUN,anim,masc plur,gent
быков	NOUN,anim,masc plur,accs
быков	NOUN,inan,masc plur,gent
быков	NOUN,inan,masc,Geox plur,gent
ейные	ADJF,Qual plur,nomn
ейные	ADJF,Qual inan,plur,accs
ейные	NOUN,inan,femn plur,nomn
ейные	NOUN,inan,femn plur,accs
знаете…	UNKN
сгореть	INFN,perf,intr
сплюснуло	VERB,perf,tran neut,sing,past,indc
война	NOUN,inan,femn sing,nomn
пыток	NOUN,inan,femn plur,gent
сказки	NOUN,inan,femn sing,gent
сказки	NOUN,inan,femn plur,nomn
сказки	NOUN,inan,femn plur,accs
последнего	ADJF neut,sing,gent
последнего	ADJF masc,sing,gent
последнего	ADJF anim,masc,sing,accs
столкнуться	INFN,perf,intr
умирать	INFN,impf,intr
разрез	NOUN,inan,masc sing,nomn
разрез	NOUN,inan,masc sing,accs
поставила	VERB,perf,tran femn,sing,past,indc
распуская	GRND,impf,tran pres
длинные	ADJF,Qual plur,nomn
длинные	ADJF,Qual inan,plur,accs
выглянуло	VERB,perf,intr neut,sing,past,indc
побережём	VERB,perf,tran plur,1per,futr,indc
побережём	VERB,perf,tran sing,impr,incl
отбиться	INFN,perf,intr
холм…	UNKN
коченели	VERB,impf,intr plur,past,indc
зима	NOUN,inan,femn sing,nomn
молодых	NOUN,anim,femn plur,gent
молодых	NOUN,anim,femn plur,accs
молодых	NOUN,anim,femn plur,loct
молодых	NOUN,anim,GNdr,Pltm plur,gent
молодых	NOUN,anim,GNdr,Pltm plur,accs
молодых	NOUN,anim,GNdr,Pltm plur,loct
молодых	ADJF,Qual plur,gent
молодых	ADJF,Qual anim,plur,accs
молодых	ADJF,Qual plur,loct
завопила	VERB,perf,intr femn,sing,past,indc
закрывало	VERB,impf,tran neut,sing,past,indc
мечтают	VERB,impf,intr plur,3per,pres,indc
два…	UNKN
легли	VERB,perf,intr plur,past,indc
зачерствел	VERB,perf,intr masc,sing,past,indc
вбили	VERB,perf,tran plur,past,indc
скользко	ADVB
скользко	ADJS,Qual neut,sing
откуда	ADVB,Ques
выбор	NOUN,inan,masc sing,nomn
выбор	NOUN,inan,masc sing,accs
руки	NOUN,inan,femn sing,gent
руки	NOUN,inan,femn plur,accs
руки	NOUN,inan,femn plur,nomn
платформа	NOUN,inan,femn sing,nomn
цвет	NOUN,anim,femn,Name plur,gent
цвет	NOUN,anim,femn,Name plur,accs
цвет	NOUN,inan,masc sing,nomn
цвет	NOUN,inan,masc sing,accs
восточного	ADJF,Qual neut,sing,gent
восточного	ADJF,Qual masc,sing,gent
восточного	ADJF,Qual anim,masc,sing,accs
глупеют	VERB,impf,intr plur,3per,pres,indc
навис	NOUN,inan,masc sing,nomn
навис	NOUN,inan,masc sing,accs
навис	VERB,perf,intr masc,sing,past,indc
отняли	VERB,perf,tran plur,past,indc
смеются	VERB,impf,intr plur,3per,pres,indc
усмехаясь	GRND,impf,intr pres
несчастный	ADJF,Subx,Qual masc,sing,nomn
несчастный	ADJF,Subx,Qual inan,masc,sing,accs
милостиво	ADJS,Qual neut,sing
придворных	ADJF,Qual plur,gent
придворных	ADJF,Qual anim,plur,accs
придворных	ADJF,Qual plur,loct
придворных	NOUN,anim,masc plur,gent
придворных	NOUN,anim,masc plur,accs
придворных	NOUN,anim,masc plur,loct
выплатить	INFN,perf,tran
поваром	NOUN,anim,masc sing,ablt
затонувшем	PRTF,perf,intr,past,actv neut,sing,loct
затонувшем	PRTF,perf,intr,past,actv masc,sing,loct
еду	NOUN,inan,femn,Sgtm sing,accs
еду	VERB,impf,intr sing,1per,pres,indc
облегчение	NOUN,inan,neut sing,accs
облегчение	NOUN,inan,neut sing,nomn
раздражала	VERB,impf,tran femn,sing,past,indc
железных	ADJF,Qual plur,loct
железных	ADJF,Qual plur,gent
железных	ADJF,Qual anim,plur,accs
снилось	VERB,impf,intr neut,sing,past,indc
поражали	VERB,impf,tran plur,past,indc
компас	NOUN,inan,masc sing,nomn
компас	NOUN,inan,masc sing,accs
человеческим	ADJF plur,datv
человеческим	ADJF masc,sing,ablt
человеческим	ADJF neut,sing,ablt
книжечку	NOUN,inan,femn sing,accs
правила	NOUN,inan,neut sing,gent
правила	NOUN,inan,neut plur,nomn
правила	NOUN,inan,neut plur,accs
правила	VERB,impf,tran femn,sing,past,indc
правила	VERB,impf,intr femn,sing,past,indc
подо	PREP Vpre
принесённые	PRTF,perf,tran,past,pssv plur,nomn
принесённые	PRTF,perf,tran,past,pssv inan,plur,accs
белоснежная	ADJF,Qual femn,sing,nomn
мешков	NOUN,inan,masc plur,gent
мешков	NOUN,anim,masc plur,gent
мешков	NOUN,anim,masc plur,accs
доброта	NOUN,inan,femn sing,nomn
дождь	NOUN,inan,masc sing,nomn
дождь	NOUN,inan,masc sing,accs
милости	NOUN,inan,femn sing,gent
милости	NOUN,inan,femn sing,datv
милости	NOUN,inan,femn sing,loct
милости	NOUN,inan,femn plur,nomn
милости	NOUN,inan,femn plur,accs
густо-лиловые	ADJF,Qual plur,nomn
густо-лиловые	ADJF,Qual inan,plur,accs
положа	NOUN,inan,femn sing,nomn
положа	NOUN,inan,neut sing,gent
положа	NOUN,inan,neut plur,nomn
положа	NOUN,inan,neut plur,accs
положа	NOUN,anim,masc,Sgtm,Surn sing,gent
положа	NOUN,anim,masc,Sgtm,Surn sing,accs
островов	NOUN,inan,masc plur,gent
невидимками	NOUN,inan,femn plur,ablt
невидимками	NOUN,anim,femn,Ms-f plur,ablt
добро	ADVB
добро	CONJ
добро	PRCL
добро	NOUN,inan,neut,Sgtm sing,nomn
добро	NOUN,inan,neut,Sgtm sing,accs
добро	ADJS,Qual neut,sing
величайшем	ADJF,Supr masc,sing,loct
величайшем	ADJF,Supr neut,sing,loct
полавировать	INFN,perf,intr
запустила	VERB,perf,tran femn,sing,past,indc
перекинулись	VERB,perf,intr plur,past,indc
